"SEMEL_YISHUV","year","alarm","locality","loc","date","distance","alert","month","Pop_Total","district","geometry"
1242,2019,1,"נתיב העשרה","נתיבהעשרה",2019-03-25,0.112610350081746,1,3,891,"HaDarom",c(34.5394674, 31.5717829)
1242,2019,1,"נתיב העשרה","נתיבהעשרה",2019-05-05,0.112610350081746,1,5,891,"HaDarom",c(34.5394674, 31.5717829)
1242,2020,1,"נתיב העשרה","נתיבהעשרה",2020-12-25,0.112610350081746,1,12,887,"HaDarom",c(34.5394674, 31.5717829)
1242,2020,1,"נתיב העשרה","נתיבהעשרה",2020-10-22,0.112610350081746,1,10,887,"HaDarom",c(34.5394674, 31.5717829)
1242,2020,1,"נתיב העשרה","נתיבהעשרה",2020-02-23,0.112610350081746,1,2,887,"HaDarom",c(34.5394674, 31.5717829)
1242,2020,1,"נתיב העשרה","נתיבהעשרה",2020-09-11,0.112610350081746,1,9,887,"HaDarom",c(34.5394674, 31.5717829)
1242,2021,1,"נתיב העשרה","נתיבהעשרה",2021-10-18,0.112610350081746,1,10,900,"HaDarom",c(34.5394674, 31.5717829)
1242,2021,1,"נתיב העשרה","נתיבהעשרה",2021-04-24,0.112610350081746,1,4,900,"HaDarom",c(34.5394674, 31.5717829)
1242,2021,1,"נתיב העשרה","נתיבהעשרה",2021-05-12,0.112610350081746,1,5,900,"HaDarom",c(34.5394674, 31.5717829)
1242,2022,1,"נתיב העשרה","נתיבהעשרה",2022-06-18,0.112610350081746,1,6,948,"HaDarom",c(34.5394674, 31.5717829)
1242,2022,1,"נתיב העשרה","נתיבהעשרה",2022-08-07,0.112610350081746,1,8,948,"HaDarom",c(34.5394674, 31.5717829)
1242,2023,1,"נתיב העשרה","נתיבהעשרה",2023-11-06,0.112610350081746,1,11,NA,"HaDarom",c(34.5394674, 31.5717829)
1242,2023,1,"נתיב העשרה","נתיבהעשרה",2023-12-01,0.112610350081746,1,12,NA,"HaDarom",c(34.5394674, 31.5717829)
1242,2023,1,"נתיב העשרה","נתיבהעשרה",2023-04-07,0.112610350081746,1,4,NA,"HaDarom",c(34.5394674, 31.5717829)
1242,2023,1,"נתיב העשרה","נתיבהעשרה",2023-05-11,0.112610350081746,1,5,NA,"HaDarom",c(34.5394674, 31.5717829)
1242,2023,1,"נתיב העשרה","נתיבהעשרה",2023-10-17,0.112610350081746,1,10,NA,"HaDarom",c(34.5394674, 31.5717829)
1244,2015,1,"תמרת","תמרת",2015-03-11,140.752941995203,1,3,1330,"HaZafon",c(35.224277, 32.7030339)
1244,2016,1,"תמרת","תמרת",2016-09-20,140.752941995203,1,9,1300,"HaZafon",c(35.224277, 32.7030339)
1245,2016,1,"סלמה","סלמה",2016-09-20,165.050210790967,1,9,3140,"HaZafon",c(35.362631, 32.892033)
1245,2016,1,"סלמה","סלמה",2016-05-31,165.050210790967,1,5,3140,"HaZafon",c(35.362631, 32.892033)
1245,2018,1,"סלמה","סלמה",2018-06-19,165.050210790967,1,6,3265,"HaZafon",c(35.362631, 32.892033)
1245,2019,1,"סלמה","סלמה",2019-05-20,165.050210790967,1,5,3340,"HaZafon",c(35.362631, 32.892033)
1246,2016,1,"א נוואקיר","אנוואקיר",2016-09-20,178.490432582204,1,9,1610,"HaZafon",c(35.213638, 33.0907875)
1246,2016,1,"א נוואקיר","אנוואקיר",2016-12-06,178.490432582204,1,12,1610,"HaZafon",c(35.213638, 33.0907875)
1246,2018,1,"א נוואקיר","אנוואקיר",2018-02-10,178.490432582204,1,2,1662,"HaZafon",c(35.213638, 33.0907875)
1246,2019,1,"א נוואקיר","אנוואקיר",2019-05-20,178.490432582204,1,5,1682,"HaZafon",c(35.213638, 33.0907875)
1246,2023,1,"ערב אל עראמשה","ערבאלעראמשה",2023-11-02,178.490432582204,1,11,NA,"HaZafon",c(35.2251645, 33.088863)
1246,2023,1,"ערב אל עראמשה","ערבאלעראמשה",2023-04-06,178.490432582204,1,4,NA,"HaZafon",c(35.2251645, 33.088863)
1246,2023,1,"ערב אל עראמשה","ערבאלעראמשה",2023-10-11,178.490432582204,1,10,NA,"HaZafon",c(35.2251645, 33.088863)
1246,2023,1,"ערב אל עראמשה","ערבאלעראמשה",2023-12-07,178.490432582204,1,12,NA,"HaZafon",c(35.2251645, 33.088863)
1247,2019,1,"חריש","חריש",2019-07-31,108.388837001877,1,7,13232,"Haifa",c(35.0567529, 32.4610003)
1248,2016,1,"אליפז","אליפז",2016-09-20,172.100532733737,1,9,160,"HaDarom",c(35.0117386, 29.7964095)
1248,2019,1,"אליפז","אליפז",2019-01-02,172.100532733737,1,1,150,"HaDarom",c(35.0117386, 29.7964095)
1249,2016,1,"הרדוף","הרדוף",2016-05-31,144.308928325406,1,5,1110,"HaZafon",c(35.1734815, 32.7634985)
1249,2016,1,"הרדוף","הרדוף",2016-09-20,144.308928325406,1,9,1110,"HaZafon",c(35.1734815, 32.7634985)
1249,2018,1,"הרדוף","הרדוף",2018-06-19,144.308928325406,1,6,1107,"HaZafon",c(35.1734815, 32.7634985)
1249,2019,1,"הרדוף","הרדוף",2019-05-20,144.308928325406,1,5,1095,"HaZafon",c(35.1734815, 32.7634985)
1249,2023,1,"הרדוף","הרדוף",2023-10-13,144.308928325406,1,10,NA,"HaZafon",c(35.1734815, 32.7634985)
1252,2016,1,"ורד הגליל","ורדהגליל",2016-09-20,176.118679164042,1,9,360,"HaZafon",c(35.551013, 32.9047505)
1252,2017,1,"ורד הגליל","ורדהגליל",2017-07-18,176.118679164042,1,7,341,"HaZafon",c(35.551013, 32.9047505)
1252,2018,1,"ורד הגליל","ורדהגליל",2018-02-10,176.118679164042,1,2,343,"HaZafon",c(35.551013, 32.9047505)
1252,2019,1,"ורד הגליל","ורדהגליל",2019-05-20,176.118679164042,1,5,349,"HaZafon",c(35.551013, 32.9047505)
1253,2016,1,"אמנון","אמנון",2016-09-20,176.919680064038,1,9,300,"HaZafon",c(35.571802, 32.9050934)
1253,2017,1,"אמנון","אמנון",2017-07-18,176.919680064038,1,7,313,"HaZafon",c(35.571802, 32.9050934)
1253,2018,1,"אמנון","אמנון",2018-02-10,176.919680064038,1,2,319,"HaZafon",c(35.571802, 32.9050934)
1253,2019,1,"אמנון","אמנון",2019-05-20,176.919680064038,1,5,392,"HaZafon",c(35.571802, 32.9050934)
1253,2022,1,"אמנון","אמנון",2022-02-18,176.919680064038,1,2,466,"HaZafon",c(35.571802, 32.9050934)
1254,2014,1,"נטף","נטף",2014-08-24,56.7940132271988,1,8,380,"Jerusalem",c(35.0680665, 31.833001)
1254,2014,1,"נטף","נטף",2014-07-29,56.7940132271988,1,7,380,"Jerusalem",c(35.0680665, 31.833001)
1254,2016,1,"נטף","נטף",2016-07-06,56.7940132271988,1,7,400,"Jerusalem",c(35.0680665, 31.833001)
1254,2016,1,"נטף","נטף",2016-09-20,56.7940132271988,1,9,400,"Jerusalem",c(35.0680665, 31.833001)
1254,2017,1,"נטף","נטף",2017-12-05,56.7940132271988,1,12,429,"Jerusalem",c(35.0680665, 31.833001)
1254,2021,1,"נטף","נטף",2021-05-13,56.7940132271988,1,5,478,"Jerusalem",c(35.0680665, 31.833001)
1256,2016,1,"אשרת","אשרת",2016-05-31,164.548984861351,1,5,540,"HaZafon",c(35.156304, 32.9715484)
1256,2016,1,"אשרת","אשרת",2016-09-20,164.548984861351,1,9,540,"HaZafon",c(35.156304, 32.9715484)
1256,2018,1,"אשרת","אשרת",2018-02-10,164.548984861351,1,2,548,"HaZafon",c(35.156304, 32.9715484)
1256,2018,1,"אשרת","אשרת",2018-06-19,164.548984861351,1,6,548,"HaZafon",c(35.156304, 32.9715484)
1256,2019,1,"אשרת","אשרת",2019-05-20,164.548984861351,1,5,587,"HaZafon",c(35.156304, 32.9715484)
1257,2016,1,"חנתון","חנתון",2016-05-31,149.134759206322,1,5,860,"HaZafon",c(35.2448986, 32.7838055)
1257,2016,1,"חנתון","חנתון",2016-09-20,149.134759206322,1,9,860,"HaZafon",c(35.2448986, 32.7838055)
1257,2018,1,"חנתון","חנתון",2018-06-19,149.134759206322,1,6,963,"HaZafon",c(35.2448986, 32.7838055)
1257,2019,1,"חנתון","חנתון",2019-05-20,149.134759206322,1,5,983,"HaZafon",c(35.2448986, 32.7838055)
1258,2015,1,"מסד","מסד",2015-03-11,163.779179092895,1,3,350,"HaZafon",c(35.4238406, 32.8442124)
1258,2016,1,"מסד","מסד",2016-09-20,163.779179092895,1,9,380,"HaZafon",c(35.4238406, 32.8442124)
1258,2017,1,"מסד","מסד",2017-07-18,163.779179092895,1,7,377,"HaZafon",c(35.4238406, 32.8442124)
1258,2019,1,"מסד","מסד",2019-05-20,163.779179092895,1,5,347,"HaZafon",c(35.4238406, 32.8442124)
1259,2014,1,"נווה שלום","נווהשלום",2014-08-19,49.1642196893237,1,8,240,"Jerusalem",c(34.9787761, 31.8177324)
1259,2014,1,"נווה שלום","נווהשלום",2014-07-29,49.1642196893237,1,7,240,"Jerusalem",c(34.9787761, 31.8177324)
1259,2016,1,"נווה שלום","נווהשלום",2016-09-20,49.1642196893237,1,9,260,"Jerusalem",c(34.9787761, 31.8177324)
1259,2016,1,"נווה שלום","נווהשלום",2016-07-06,49.1642196893237,1,7,260,"Jerusalem",c(34.9787761, 31.8177324)
1259,2017,1,"נווה שלום","נווהשלום",2017-12-05,49.1642196893237,1,12,287,"Jerusalem",c(34.9787761, 31.8177324)
1259,2019,1,"נווה שלום","נווהשלום",2019-05-04,49.1642196893237,1,5,323,"Jerusalem",c(34.9787761, 31.8177324)
1259,2019,1,"נווה שלום","נווהשלום",2019-11-13,49.1642196893237,1,11,323,"Jerusalem",c(34.9787761, 31.8177324)
1259,2023,1,"נווה שלום","נווהשלום",2023-10-07,49.1642196893237,1,10,NA,"Jerusalem",c(34.9787761, 31.8177324)
1261,2016,1,"הר עמשא","הרעמשא",2016-09-20,54.7777549963794,1,9,150,"HaDarom",c(35.1011545, 31.3432165)
1261,2018,1,"הר עמשא","הרעמשא",2018-10-16,54.7777549963794,1,10,180,"HaDarom",c(35.1011545, 31.3432165)
1261,2018,1,"הר עמשא","הרעמשא",2018-11-12,54.7777549963794,1,11,180,"HaDarom",c(35.1011545, 31.3432165)
1263,2016,1,"כפר ורדים","כפרורדים",2016-12-06,170.88419757763,1,12,5550,"HaZafon",c(35.26062, 33.000268)
1263,2016,1,"כפר ורדים","כפרורדים",2016-09-20,170.88419757763,1,9,5550,"HaZafon",c(35.26062, 33.000268)
1263,2018,1,"כפר ורדים","כפרורדים",2018-02-10,170.88419757763,1,2,5579,"HaZafon",c(35.26062, 33.000268)
1263,2019,1,"כפר ורדים","כפרורדים",2019-05-20,170.88419757763,1,5,5486,"HaZafon",c(35.26062, 33.000268)
1263,2023,1,"כפר ורדים","כפרורדים",2023-12-08,170.88419757763,1,12,NA,"HaZafon",c(35.26062, 33.000268)
1264,2014,1,"כרמי יוסף","כרמייוסף",2014-08-21,46.8738228834217,1,8,1670,"HaMerkaz",c(34.9184285, 31.845866)
1264,2016,1,"כרמי יוסף","כרמייוסף",2016-09-20,46.8738228834217,1,9,1690,"HaMerkaz",c(34.9184285, 31.845866)
1264,2017,1,"כרמי יוסף","כרמייוסף",2017-08-08,46.8738228834217,1,8,1707,"HaMerkaz",c(34.9184285, 31.845866)
1264,2019,1,"כרמי יוסף","כרמייוסף",2019-11-13,46.8738228834217,1,11,1743,"HaMerkaz",c(34.9184285, 31.845866)
1264,2019,1,"כרמי יוסף","כרמייוסף",2019-05-04,46.8738228834217,1,5,1743,"HaMerkaz",c(34.9184285, 31.845866)
1264,2021,1,"כרמי יוסף","כרמייוסף",2021-05-13,46.8738228834217,1,5,1757,"HaMerkaz",c(34.9184285, 31.845866)
1264,2023,1,"כרמי יוסף","כרמייוסף",2023-11-03,46.8738228834217,1,11,NA,"HaMerkaz",c(34.9184285, 31.845866)
1264,2023,1,"כרמי יוסף","כרמייוסף",2023-12-02,46.8738228834217,1,12,NA,"HaMerkaz",c(34.9184285, 31.845866)
1264,2023,1,"כרמי יוסף","כרמייוסף",2023-10-07,46.8738228834217,1,10,NA,"HaMerkaz",c(34.9184285, 31.845866)
1266,2016,1,"שחרות","שחרות",2016-09-20,162.370494483662,1,9,140,"HaDarom",c(34.9999036, 29.9044221)
1266,2019,1,"שחרות","שחרות",2019-01-02,162.370494483662,1,1,164,"HaDarom",c(34.9999036, 29.9044221)
1266,2023,1,"שחרות","שחרות",2023-11-04,162.370494483662,1,11,NA,"HaDarom",c(34.9999036, 29.9044221)
1267,2023,1,"שיטים","שיטים",2023-11-04,135.333234095612,1,11,NA,"HaDarom",c(35.016356, 30.176853)
1268,2014,1,"אל עטאונה","אלעטאונה",2014-08-21,37.4918367936263,1,8,7120,"HaDarom",c(34.916719, 31.3024815)
1268,2014,1,"אל עטאונה","אלעטאונה",2014-07-29,37.4918367936263,1,7,7120,"HaDarom",c(34.916719, 31.3024815)
1268,2016,1,"אל עטאונה","אלעטאונה",2016-09-20,37.4918367936263,1,9,7500,"HaDarom",c(34.916719, 31.3024815)
1268,2017,1,"אל עטאונה","אלעטאונה",2017-03-21,37.4918367936263,1,3,7749,"HaDarom",c(34.916719, 31.3024815)
1268,2018,1,"אפיניש","אפיניש",2018-10-16,37.4918367936263,1,10,8438,"HaDarom",c(34.996386, 31.3161825)
1268,2018,1,"אל עטאונה","אלעטאונה",2018-11-12,37.4918367936263,1,11,8438,"HaDarom",c(34.916719, 31.3024815)
1268,2019,1,"אל עטאונה","אלעטאונה",2019-05-05,37.4918367936263,1,5,9418,"HaDarom",c(34.916719, 31.3024815)
1268,2021,1,"כרמית","כרמית",2021-05-12,37.4918367936263,1,5,10565,"HaDarom",c(34.896813, 31.3321815)
1268,2023,1,"כרמית","כרמית",2023-10-19,37.4918367936263,1,10,NA,"HaDarom",c(34.896813, 31.3321815)
1271,2014,1,"להבים","להבים",2014-07-29,28.1216867566855,1,7,6350,"HaDarom",c(34.812109, 31.36909)
1271,2014,1,"להבים","להבים",2014-08-20,28.1216867566855,1,8,6350,"HaDarom",c(34.812109, 31.36909)
1271,2016,1,"להבים","להבים",2016-09-20,28.1216867566855,1,9,6450,"HaDarom",c(34.812109, 31.36909)
1271,2017,1,"להבים","להבים",2017-03-21,28.1216867566855,1,3,6392,"HaDarom",c(34.812109, 31.36909)
1271,2018,1,"להבים","להבים",2018-11-12,28.1216867566855,1,11,6350,"HaDarom",c(34.812109, 31.36909)
1271,2019,1,"להבים","להבים",2019-05-04,28.1216867566855,1,5,6415,"HaDarom",c(34.812109, 31.36909)
1271,2021,1,"להבים","להבים",2021-05-17,28.1216867566855,1,5,6977,"HaDarom",c(34.812109, 31.36909)
1272,2016,1,"חלוץ","חלוץ",2016-09-20,168.762745808477,1,9,490,"HaZafon",c(35.312278, 32.9505495)
1272,2017,1,"חלוץ","חלוץ",2017-07-18,168.762745808477,1,7,497,"HaZafon",c(35.312278, 32.9505495)
1272,2019,1,"חלוץ","חלוץ",2019-05-20,168.762745808477,1,5,536,"HaZafon",c(35.312278, 32.9505495)
1274,2015,1,"גן נר","גןנר",2015-03-11,130.003292629796,1,3,2640,"HaZafon",c(35.33543, 32.530634)
1274,2016,1,"גן נר","גןנר",2016-09-20,130.003292629796,1,9,2680,"HaZafon",c(35.33543, 32.530634)
1275,2016,1,"אבטליון","אבטליון",2016-09-20,159.701850863755,1,9,400,"HaZafon",c(35.350544, 32.8368694)
1275,2016,1,"אבטליון","אבטליון",2016-05-31,159.701850863755,1,5,400,"HaZafon",c(35.350544, 32.8368694)
1275,2018,1,"אבטליון","אבטליון",2018-06-19,159.701850863755,1,6,470,"HaZafon",c(35.350544, 32.8368694)
1275,2019,1,"אבטליון","אבטליון",2019-05-20,159.701850863755,1,5,468,"HaZafon",c(35.350544, 32.8368694)
1276,2016,1,"אשבל","אשבל",2016-05-31,161.597375265887,1,5,110,"HaZafon",c(35.3053629, 32.8768045)
1276,2016,1,"אשבל","אשבל",2016-09-20,161.597375265887,1,9,110,"HaZafon",c(35.3053629, 32.8768045)
1276,2018,1,"אשבל","אשבל",2018-06-19,161.597375265887,1,6,125,"HaZafon",c(35.3053629, 32.8768045)
1276,2019,1,"אשבל","אשבל",2019-05-20,161.597375265887,1,5,126,"HaZafon",c(35.3053629, 32.8768045)
1278,2014,1,"באר מילכה","בארמילכה",2014-08-21,34.5192186711926,1,8,130,"HaDarom",c(34.4092905, 30.932554)
1278,2014,1,"באר מילכה","בארמילכה",2014-07-29,34.5192186711926,1,7,130,"HaDarom",c(34.4092905, 30.932554)
1278,2014,1,"באר מילכה","בארמילכה",2014-10-19,34.5192186711926,1,10,130,"HaDarom",c(34.4092905, 30.932554)
1278,2016,1,"באר מילכה","בארמילכה",2016-12-13,34.5192186711926,1,12,150,"HaDarom",c(34.4092905, 30.932554)
1278,2016,1,"באר מילכה","בארמילכה",2016-09-20,34.5192186711926,1,9,150,"HaDarom",c(34.4092905, 30.932554)
1278,2017,1,"באר מילכה","בארמילכה",2017-11-26,34.5192186711926,1,11,182,"HaDarom",c(34.4092905, 30.932554)
1279,2016,1,"נווה חריף","נווהחריף",2016-09-20,150.010869193662,1,9,110,"HaDarom",c(35.0375795, 30.0380175)
1279,2019,1,"נווה חריף","נווהחריף",2019-01-02,150.010869193662,1,1,114,"HaDarom",c(35.0375795, 30.0380175)
1279,2023,1,"נווה חריף","נווהחריף",2023-11-04,150.010869193662,1,11,NA,"HaDarom",c(35.0375795, 30.0380175)
1280,2014,1,"ניצני סיני","ניצניסיני",2014-08-24,37.3516818910584,1,8,250,"HaDarom",c(34.3974601, 30.903967)
1280,2014,1,"ניצני סיני","ניצניסיני",2014-07-29,37.3516818910584,1,7,250,"HaDarom",c(34.3974601, 30.903967)
1280,2014,1,"ניצני סיני","ניצניסיני",2014-10-19,37.3516818910584,1,10,250,"HaDarom",c(34.3974601, 30.903967)
1280,2016,1,"ניצני סיני","ניצניסיני",2016-09-20,37.3516818910584,1,9,270,"HaDarom",c(34.3974601, 30.903967)
1280,2016,1,"ניצני סיני","ניצניסיני",2016-12-13,37.3516818910584,1,12,270,"HaDarom",c(34.3974601, 30.903967)
1280,2017,1,"ניצני סיני","ניצניסיני",2017-11-26,37.3516818910584,1,11,279,"HaDarom",c(34.3974601, 30.903967)
1282,2015,1,"מירב","מירב",2015-03-11,128.650931450148,1,3,670,"HaZafon",c(35.4224056, 32.4521545)
1282,2016,1,"מירב","מירב",2016-09-20,128.650931450148,1,9,690,"HaZafon",c(35.4224056, 32.4521545)
1282,2018,1,"מירב","מירב",2018-02-10,128.650931450148,1,2,706,"HaZafon",c(35.4224056, 32.4521545)
1283,2015,1,"תל תאומים","תלתאומים",2015-03-11,132.490735921635,1,3,510,"HaZafon",c(35.497158, 32.4414475)
1283,2016,1,"תל תאומים","תלתאומים",2016-09-20,132.490735921635,1,9,530,"HaZafon",c(35.497158, 32.4414475)
1283,2018,1,"תל תאומים","תלתאומים",2018-02-10,132.490735921635,1,2,543,"HaZafon",c(35.497158, 32.4414475)
1285,2016,1,"כרכום","כרכום",2016-09-20,180.782103568704,1,9,550,"HaZafon",c(35.6077089, 32.930156)
1285,2017,1,"כרכום","כרכום",2017-07-18,180.782103568704,1,7,529,"HaZafon",c(35.6077089, 32.930156)
1285,2018,1,"כרכום","כרכום",2018-02-10,180.782103568704,1,2,527,"HaZafon",c(35.6077089, 32.930156)
1285,2019,1,"כרכום","כרכום",2019-05-20,180.782103568704,1,5,528,"HaZafon",c(35.6077089, 32.930156)
1285,2022,1,"כרכום","כרכום",2022-02-18,180.782103568704,1,2,511,"HaZafon",c(35.6077089, 32.930156)
1286,2014,1,"שגב שלום","שגבשלום",2014-07-27,42.3420772570383,1,7,8750,"HaDarom",c(34.8390906, 31.2017005)
1286,2014,1,"שגב שלום","שגבשלום",2014-08-23,42.3420772570383,1,8,8750,"HaDarom",c(34.8390906, 31.2017005)
1286,2016,1,"שגב שלום","שגבשלום",2016-09-20,42.3420772570383,1,9,9500,"HaDarom",c(34.8390906, 31.2017005)
1286,2017,1,"שגב שלום","שגבשלום",2017-03-21,42.3420772570383,1,3,9897,"HaDarom",c(34.8390906, 31.2017005)
1286,2018,1,"שגב שלום","שגבשלום",2018-10-17,42.3420772570383,1,10,10362,"HaDarom",c(34.8390906, 31.2017005)
1286,2019,1,"שגב שלום","שגבשלום",2019-05-05,42.3420772570383,1,5,10936,"HaDarom",c(34.8390906, 31.2017005)
1286,2019,1,"שגב שלום והפזורה","שגבשלוםוהפזורה",2019-11-16,42.3420772570383,1,11,10936,"HaDarom",c(34.8390906, 31.2017005)
1286,2021,1,"שגב שלום והפזורה","שגבשלוםוהפזורה",2021-05-12,42.3420772570383,1,5,11865,"HaDarom",c(34.8390906, 31.2017005)
1286,2023,1,"שגב שלום","שגבשלום",2023-11-11,42.3420772570383,1,11,NA,"HaDarom",c(34.8390906, 31.2017005)
1286,2023,1,"שגב שלום","שגבשלום",2023-10-19,42.3420772570383,1,10,NA,"HaDarom",c(34.8390906, 31.2017005)
1286,2023,1,"שגב שלום","שגבשלום",2023-12-06,42.3420772570383,1,12,NA,"HaDarom",c(34.8390906, 31.2017005)
1287,2016,1,"שני ליבנה","שניליבנה",2016-09-20,51.2489477152733,1,9,510,"HaDarom",c(35.0683081, 31.3555735)
1287,2018,1,"שני ליבנה","שניליבנה",2018-11-12,51.2489477152733,1,11,545,"HaDarom",c(35.0683081, 31.3555735)
1287,2018,1,"שני ליבנה","שניליבנה",2018-10-16,51.2489477152733,1,10,545,"HaDarom",c(35.0683081, 31.3555735)
1291,2014,1,"כמהין","כמהין",2014-08-24,37.7082024843444,1,8,150,"HaDarom",c(34.4313666, 30.910501)
1291,2014,1,"כמהין","כמהין",2014-07-29,37.7082024843444,1,7,150,"HaDarom",c(34.4313666, 30.910501)
1291,2014,1,"כמהין","כמהין",2014-10-19,37.7082024843444,1,10,150,"HaDarom",c(34.4313666, 30.910501)
1291,2016,1,"כמהין","כמהין",2016-09-20,37.7082024843444,1,9,170,"HaDarom",c(34.4313666, 30.910501)
1291,2016,1,"כמהין","כמהין",2016-12-13,37.7082024843444,1,12,170,"HaDarom",c(34.4313666, 30.910501)
1291,2017,1,"כמהין","כמהין",2017-11-26,37.7082024843444,1,11,176,"HaDarom",c(34.4313666, 30.910501)
1292,2014,1,"ג'דידה מכר","גדידהמכר",2014-08-23,158.248727975446,1,8,19740,"HaZafon",c(35.1422211, 32.9313151)
1292,2016,1,"ג'דידה מכר","גדידהמכר",2016-09-20,158.248727975446,1,9,20260,"HaZafon",c(35.1422211, 32.9313151)
1292,2016,1,"ג'דידה מכר","גדידהמכר",2016-05-31,158.248727975446,1,5,20260,"HaZafon",c(35.1422211, 32.9313151)
1292,2018,1,"ג'דידה מכר","גדידהמכר",2018-06-19,158.248727975446,1,6,20920,"HaZafon",c(35.1422211, 32.9313151)
1292,2018,1,"ג'דידה מכר","גדידהמכר",2018-02-10,158.248727975446,1,2,20920,"HaZafon",c(35.1422211, 32.9313151)
1292,2019,1,"ג'דידה מכר","גדידהמכר",2019-05-20,158.248727975446,1,5,21163,"HaZafon",c(35.1422211, 32.9313151)
1293,2015,1,"גבעת אבני","גבעתאבני",2015-03-11,158.032558286413,1,3,2080,"HaZafon",c(35.4378235, 32.774709)
1293,2016,1,"גבעת אבני","גבעתאבני",2016-09-20,158.032558286413,1,9,2050,"HaZafon",c(35.4378235, 32.774709)
1293,2017,1,"גבעת אבני","גבעתאבני",2017-07-18,158.032558286413,1,7,1991,"HaZafon",c(35.4378235, 32.774709)
1294,2016,1,"אור הגנוז","אורהגנוז",2016-09-20,180.305394422378,1,9,510,"HaZafon",c(35.446569, 33.0045305)
1294,2017,1,"אור הגנוז","אורהגנוז",2017-07-18,180.305394422378,1,7,539,"HaZafon",c(35.446569, 33.0045305)
1294,2018,1,"אור הגנוז","אורהגנוז",2018-02-10,180.305394422378,1,2,548,"HaZafon",c(35.446569, 33.0045305)
1294,2019,1,"אור הגנוז","אורהגנוז",2019-05-20,180.305394422378,1,5,574,"HaZafon",c(35.446569, 33.0045305)
1294,2023,1,"אור הגנוז","אורהגנוז",2023-11-02,180.305394422378,1,11,NA,"HaZafon",c(35.446569, 33.0045305)
1295,2016,1,"יאנוח ג'ת","יאנוחגת",2016-05-31,166.663586502821,1,5,6370,"HaZafon",c(35.244815, 32.9786209)
1295,2016,1,"יאנוח ג'ת","יאנוחגת",2016-09-20,166.663586502821,1,9,6370,"HaZafon",c(35.244815, 32.9786209)
1295,2018,1,"יאנוח ג'ת","יאנוחגת",2018-06-19,166.663586502821,1,6,6614,"HaZafon",c(35.244815, 32.9786209)
1295,2018,1,"יאנוח ג'ת","יאנוחגת",2018-02-10,166.663586502821,1,2,6614,"HaZafon",c(35.244815, 32.9786209)
1295,2019,1,"יאנוח ג'ת","יאנוחגת",2019-05-20,166.663586502821,1,5,6679,"HaZafon",c(35.244815, 32.9786209)
1295,2023,1,"ינוח-ג'ת","ינוחגת",2023-12-08,166.663586502821,1,12,NA,"HaZafon",c(35.244815, 32.9786209)
1296,2016,1,"כיסרא סומיע","כיסראסומיע",2016-05-31,168.184946363136,1,5,8340,"HaZafon",c(35.2954015, 32.9717)
1296,2016,1,"כיסרא סומיע","כיסראסומיע",2016-09-20,168.184946363136,1,9,8340,"HaZafon",c(35.2954015, 32.9717)
1296,2018,1,"כיסרא סומיע","כיסראסומיע",2018-02-10,168.184946363136,1,2,8649,"HaZafon",c(35.2954015, 32.9717)
1296,2018,1,"כיסרא סומיע","כיסראסומיע",2018-06-19,168.184946363136,1,6,8649,"HaZafon",c(35.2954015, 32.9717)
1296,2019,1,"כיסרא סומיע","כיסראסומיע",2019-05-20,168.184946363136,1,5,8818,"HaZafon",c(35.2954015, 32.9717)
1296,2023,1,"כיסרא סמיע","כיסראסמיע",2023-04-06,168.184946363136,1,4,NA,"HaZafon",c(35.2954015, 32.9717)
1297,2015,1,"כפר חנניה","כפרחנניה",2015-03-11,169.297737025007,1,3,670,"HaZafon",c(35.423417, 32.9154044)
1297,2016,1,"כפר חנניה","כפרחנניה",2016-09-20,169.297737025007,1,9,720,"HaZafon",c(35.423417, 32.9154044)
1297,2017,1,"כפר חנניה","כפרחנניה",2017-07-18,169.297737025007,1,7,742,"HaZafon",c(35.423417, 32.9154044)
1297,2019,1,"כפר חנניה","כפרחנניה",2019-05-20,169.297737025007,1,5,750,"HaZafon",c(35.423417, 32.9154044)
1303,2014,1,"אבו ג'אבר דרומית ממיתר","אבוגאברדרומיתממיתר",2014-08-21,41.9377947141717,1,8,18790,"HaDarom",c(34.934897, 31.3121635)
1303,2014,1,"אבו ג'אבר דרומית ממיתר","אבוגאברדרומיתממיתר",2014-07-29,41.9377947141717,1,7,18790,"HaDarom",c(34.934897, 31.3121635)
1303,2016,1,"אבו ג'אבר דרומית ממיתר","אבוגאברדרומיתממיתר",2016-09-20,41.9377947141717,1,9,19980,"HaDarom",c(34.934897, 31.3121635)
1303,2017,1,"אבו ג'אבר דרומית ממיתר","אבוגאברדרומיתממיתר",2017-03-21,41.9377947141717,1,3,20782,"HaDarom",c(34.934897, 31.3121635)
1303,2018,1,"אבו ג'אבר דרומית ממיתר","אבוגאברדרומיתממיתר",2018-11-12,41.9377947141717,1,11,21559,"HaDarom",c(34.934897, 31.3121635)
1303,2019,1,"אבו ג'אבר דרומית ממיתר","אבוגאברדרומיתממיתר",2019-05-04,41.9377947141717,1,5,22337,"HaDarom",c(34.934897, 31.3121635)
1303,2021,1,"חורה","חורה",2021-05-12,41.9377947141717,1,5,23943,"HaDarom",c(34.940497, 31.2955784)
1304,2014,1,"שוהם","שוהם",2014-08-26,59.7452132635492,1,8,19980,"HaMerkaz",c(34.9498535, 31.9965881)
