date,Value,District,Keyword,Timeframe
2020-02-23,59,Tel Aviv District,נתניהו,2020-2022
2020-03-01,100,Tel Aviv District,נתניהו,2020-2022
2020-03-08,54,Tel Aviv District,נתניהו,2020-2022
2020-03-15,55,Tel Aviv District,נתניהו,2020-2022
2020-03-22,53,Tel Aviv District,נתניהו,2020-2022
2020-03-29,42,Tel Aviv District,נתניהו,2020-2022
2020-04-05,50,Tel Aviv District,נתניהו,2020-2022
2020-04-12,51,Tel Aviv District,נתניהו,2020-2022
2020-04-19,44,Tel Aviv District,נתניהו,2020-2022
2020-04-26,75,Tel Aviv District,נתניהו,2020-2022
2020-05-03,60,Tel Aviv District,נתניהו,2020-2022
2020-05-10,32,Tel Aviv District,נתניהו,2020-2022
2020-05-17,38,Tel Aviv District,נתניהו,2020-2022
2020-05-24,73,Tel Aviv District,נתניהו,2020-2022
2020-05-31,28,Tel Aviv District,נתניהו,2020-2022
2020-06-07,27,Tel Aviv District,נתניהו,2020-2022
2020-06-14,23,Tel Aviv District,נתניהו,2020-2022
2020-06-21,33,Tel Aviv District,נתניהו,2020-2022
2020-06-28,30,Tel Aviv District,נתניהו,2020-2022
2020-07-05,39,Tel Aviv District,נתניהו,2020-2022
2020-07-12,49,Tel Aviv District,נתניהו,2020-2022
2020-07-19,48,Tel Aviv District,נתניהו,2020-2022
2020-07-26,75,Tel Aviv District,נתניהו,2020-2022
2020-08-02,57,Tel Aviv District,נתניהו,2020-2022
2020-08-09,55,Tel Aviv District,נתניהו,2020-2022
2020-08-16,33,Tel Aviv District,נתניהו,2020-2022
2020-08-23,34,Tel Aviv District,נתניהו,2020-2022
2020-08-30,30,Tel Aviv District,נתניהו,2020-2022
2020-09-06,37,Tel Aviv District,נתניהו,2020-2022
2020-09-13,42,Tel Aviv District,נתניהו,2020-2022
2020-09-20,51,Tel Aviv District,נתניהו,2020-2022
2020-09-27,49,Tel Aviv District,נתניהו,2020-2022
2020-10-04,64,Tel Aviv District,נתניהו,2020-2022
2020-10-11,46,Tel Aviv District,נתניהו,2020-2022
2020-10-18,43,Tel Aviv District,נתניהו,2020-2022
2020-10-25,29,Tel Aviv District,נתניהו,2020-2022
2020-11-01,31,Tel Aviv District,נתניהו,2020-2022
2020-11-08,33,Tel Aviv District,נתניהו,2020-2022
2020-11-15,31,Tel Aviv District,נתניהו,2020-2022
2020-11-22,34,Tel Aviv District,נתניהו,2020-2022
2020-11-29,28,Tel Aviv District,נתניהו,2020-2022
2020-12-06,28,Tel Aviv District,נתניהו,2020-2022
2020-12-13,30,Tel Aviv District,נתניהו,2020-2022
2020-12-20,41,Tel Aviv District,נתניהו,2020-2022
2020-12-27,34,Tel Aviv District,נתניהו,2020-2022
2021-01-03,39,Tel Aviv District,נתניהו,2020-2022
2021-01-10,39,Tel Aviv District,נתניהו,2020-2022
2021-01-17,32,Tel Aviv District,נתניהו,2020-2022
2021-01-24,30,Tel Aviv District,נתניהו,2020-2022
2021-01-31,29,Tel Aviv District,נתניהו,2020-2022
2021-02-07,33,Tel Aviv District,נתניהו,2020-2022
2021-02-14,49,Tel Aviv District,נתניהו,2020-2022
2021-02-21,46,Tel Aviv District,נתניהו,2020-2022
2021-02-28,47,Tel Aviv District,נתניהו,2020-2022
2021-03-07,53,Tel Aviv District,נתניהו,2020-2022
2021-03-14,64,Tel Aviv District,נתניהו,2020-2022
2021-03-21,80,Tel Aviv District,נתניהו,2020-2022
2021-03-28,45,Tel Aviv District,נתניהו,2020-2022
2021-04-04,50,Tel Aviv District,נתניהו,2020-2022
2021-04-11,38,Tel Aviv District,נתניהו,2020-2022
2021-04-18,38,Tel Aviv District,נתניהו,2020-2022
2021-04-25,46,Tel Aviv District,נתניהו,2020-2022
2021-05-02,42,Tel Aviv District,נתניהו,2020-2022
2021-05-09,45,Tel Aviv District,נתניהו,2020-2022
2021-05-16,31,Tel Aviv District,נתניהו,2020-2022
2021-05-23,31,Tel Aviv District,נתניהו,2020-2022
2021-05-30,60,Tel Aviv District,נתניהו,2020-2022
2021-06-06,49,Tel Aviv District,נתניהו,2020-2022
2021-06-13,88,Tel Aviv District,נתניהו,2020-2022
2021-06-20,40,Tel Aviv District,נתניהו,2020-2022
2021-06-27,32,Tel Aviv District,נתניהו,2020-2022
2021-07-04,43,Tel Aviv District,נתניהו,2020-2022
2021-07-11,28,Tel Aviv District,נתניהו,2020-2022
2021-07-18,27,Tel Aviv District,נתניהו,2020-2022
2021-07-25,24,Tel Aviv District,נתניהו,2020-2022
2021-08-01,25,Tel Aviv District,נתניהו,2020-2022
2021-08-08,22,Tel Aviv District,נתניהו,2020-2022
2021-08-15,30,Tel Aviv District,נתניהו,2020-2022
2021-08-22,24,Tel Aviv District,נתניהו,2020-2022
2021-08-29,27,Tel Aviv District,נתניהו,2020-2022
2021-09-05,22,Tel Aviv District,נתניהו,2020-2022
2021-09-12,21,Tel Aviv District,נתניהו,2020-2022
2021-09-19,18,Tel Aviv District,נתניהו,2020-2022
2021-09-26,18,Tel Aviv District,נתניהו,2020-2022
2021-10-03,29,Tel Aviv District,נתניהו,2020-2022
2021-10-10,21,Tel Aviv District,נתניהו,2020-2022
2021-10-17,27,Tel Aviv District,נתניהו,2020-2022
2021-10-24,29,Tel Aviv District,נתניהו,2020-2022
2021-10-31,24,Tel Aviv District,נתניהו,2020-2022
2021-11-07,26,Tel Aviv District,נתניהו,2020-2022
2021-11-14,26,Tel Aviv District,נתניהו,2020-2022
2021-11-21,26,Tel Aviv District,נתניהו,2020-2022
2021-11-28,23,Tel Aviv District,נתניהו,2020-2022
2021-12-05,23,Tel Aviv District,נתניהו,2020-2022
2021-12-12,26,Tel Aviv District,נתניהו,2020-2022
2021-12-19,21,Tel Aviv District,נתניהו,2020-2022
2021-12-26,20,Tel Aviv District,נתניהו,2020-2022
2022-01-02,16,Tel Aviv District,נתניהו,2020-2022
2022-01-09,40,Tel Aviv District,נתניהו,2020-2022
2022-01-16,78,Tel Aviv District,נתניהו,2020-2022
2022-01-23,35,Tel Aviv District,נתניהו,2020-2022
2022-01-30,18,Tel Aviv District,נתניהו,2020-2022
2022-02-06,36,Tel Aviv District,נתניהו,2020-2022
2022-02-13,19,Tel Aviv District,נתניהו,2020-2022
2022-02-20,24,Tel Aviv District,נתניהו,2020-2022
2022-02-27,19,Tel Aviv District,נתניהו,2020-2022
2022-03-06,21,Tel Aviv District,נתניהו,2020-2022
2022-03-13,17,Tel Aviv District,נתניהו,2020-2022
2022-03-20,21,Tel Aviv District,נתניהו,2020-2022
2022-03-27,23,Tel Aviv District,נתניהו,2020-2022
2022-04-03,22,Tel Aviv District,נתניהו,2020-2022
2022-04-10,16,Tel Aviv District,נתניהו,2020-2022
2022-04-17,18,Tel Aviv District,נתניהו,2020-2022
2022-04-24,22,Tel Aviv District,נתניהו,2020-2022
2022-05-01,30,Tel Aviv District,נתניהו,2020-2022
2022-05-08,25,Tel Aviv District,נתניהו,2020-2022
2022-05-15,22,Tel Aviv District,נתניהו,2020-2022
2022-05-22,24,Tel Aviv District,נתניהו,2020-2022
2022-05-29,21,Tel Aviv District,נתניהו,2020-2022
2022-06-05,20,Tel Aviv District,נתניהו,2020-2022
2022-06-12,37,Tel Aviv District,נתניהו,2020-2022
2022-06-19,29,Tel Aviv District,נתניהו,2020-2022
2022-06-26,25,Tel Aviv District,נתניהו,2020-2022
2022-07-03,37,Tel Aviv District,נתניהו,2020-2022
2022-07-10,34,Tel Aviv District,נתניהו,2020-2022
2022-07-17,34,Tel Aviv District,נתניהו,2020-2022
2022-07-24,27,Tel Aviv District,נתניהו,2020-2022
2022-07-31,24,Tel Aviv District,נתניהו,2020-2022
2022-08-07,22,Tel Aviv District,נתניהו,2020-2022
2022-08-14,16,Tel Aviv District,נתניהו,2020-2022
2022-08-21,16,Tel Aviv District,נתניהו,2020-2022
2022-08-28,18,Tel Aviv District,נתניהו,2020-2022
2022-09-04,23,Tel Aviv District,נתניהו,2020-2022
2022-09-11,23,Tel Aviv District,נתניהו,2020-2022
2022-09-18,23,Tel Aviv District,נתניהו,2020-2022
2022-09-25,23,Tel Aviv District,נתניהו,2020-2022
2022-10-02,46,Tel Aviv District,נתניהו,2020-2022
2022-10-09,33,Tel Aviv District,נתניהו,2020-2022
2022-10-16,40,Tel Aviv District,נתניהו,2020-2022
2022-10-23,43,Tel Aviv District,נתניהו,2020-2022
2022-10-30,68,Tel Aviv District,נתניהו,2020-2022
2022-11-06,28,Tel Aviv District,נתניהו,2020-2022
2022-11-13,31,Tel Aviv District,נתניהו,2020-2022
2022-11-20,24,Tel Aviv District,נתניהו,2020-2022
2022-11-27,29,Tel Aviv District,נתניהו,2020-2022
2022-12-04,22,Tel Aviv District,נתניהו,2020-2022
2022-12-11,25,Tel Aviv District,נתניהו,2020-2022
2022-12-18,25,Tel Aviv District,נתניהו,2020-2022
2022-12-25,38,Tel Aviv District,נתניהו,2020-2022
2013-12-29,19,Tel Aviv District,טרור,2014-2016
2014-01-05,12,Tel Aviv District,טרור,2014-2016
2014-01-12,0,Tel Aviv District,טרור,2014-2016
2014-01-19,12,Tel Aviv District,טרור,2014-2016
2014-01-26,10,Tel Aviv District,טרור,2014-2016
2014-02-02,19,Tel Aviv District,טרור,2014-2016
2014-02-09,11,Tel Aviv District,טרור,2014-2016
2014-02-16,12,Tel Aviv District,טרור,2014-2016
2014-02-23,14,Tel Aviv District,טרור,2014-2016
2014-03-02,14,Tel Aviv District,טרור,2014-2016
2014-03-09,15,Tel Aviv District,טרור,2014-2016
2014-03-16,10,Tel Aviv District,טרור,2014-2016
2014-03-23,0,Tel Aviv District,טרור,2014-2016
2014-03-30,10,Tel Aviv District,טרור,2014-2016
2014-04-06,17,Tel Aviv District,טרור,2014-2016
2014-04-13,12,Tel Aviv District,טרור,2014-2016
2014-04-20,22,Tel Aviv District,טרור,2014-2016
2014-04-27,19,Tel Aviv District,טרור,2014-2016
2014-05-04,20,Tel Aviv District,טרור,2014-2016
2014-05-11,21,Tel Aviv District,טרור,2014-2016
2014-05-18,11,Tel Aviv District,טרור,2014-2016
2014-05-25,10,Tel Aviv District,טרור,2014-2016
2014-06-01,0,Tel Aviv District,טרור,2014-2016
2014-06-08,8,Tel Aviv District,טרור,2014-2016
2014-06-15,32,Tel Aviv District,טרור,2014-2016
2014-06-22,18,Tel Aviv District,טרור,2014-2016
2014-06-29,39,Tel Aviv District,טרור,2014-2016
2014-07-06,51,Tel Aviv District,טרור,2014-2016
2014-07-13,54,Tel Aviv District,טרור,2014-2016
2014-07-20,69,Tel Aviv District,טרור,2014-2016
2014-07-27,70,Tel Aviv District,טרור,2014-2016
2014-08-03,59,Tel Aviv District,טרור,2014-2016
2014-08-10,36,Tel Aviv District,טרור,2014-2016
2014-08-17,39,Tel Aviv District,טרור,2014-2016
2014-08-24,28,Tel Aviv District,טרור,2014-2016
2014-08-31,35,Tel Aviv District,טרור,2014-2016
2014-09-07,36,Tel Aviv District,טרור,2014-2016
2014-09-14,22,Tel Aviv District,טרור,2014-2016
2014-09-21,17,Tel Aviv District,טרור,2014-2016
2014-09-28,23,Tel Aviv District,טרור,2014-2016
2014-10-05,22,Tel Aviv District,טרור,2014-2016
2014-10-12,17,Tel Aviv District,טרור,2014-2016
2014-10-19,21,Tel Aviv District,טרור,2014-2016
2014-10-26,17,Tel Aviv District,טרור,2014-2016
2014-11-02,21,Tel Aviv District,טרור,2014-2016
2014-11-09,20,Tel Aviv District,טרור,2014-2016
2014-11-16,34,Tel Aviv District,טרור,2014-2016
2014-11-23,24,Tel Aviv District,טרור,2014-2016
2014-11-30,15,Tel Aviv District,טרור,2014-2016
2014-12-07,21,Tel Aviv District,טרור,2014-2016
2014-12-14,17,Tel Aviv District,טרור,2014-2016
2014-12-21,19,Tel Aviv District,טרור,2014-2016
2014-12-28,18,Tel Aviv District,טרור,2014-2016
2015-01-04,36,Tel Aviv District,טרור,2014-2016
2015-01-11,39,Tel Aviv District,טרור,2014-2016
2015-01-18,29,Tel Aviv District,טרור,2014-2016
2015-01-25,26,Tel Aviv District,טרור,2014-2016
2015-02-01,23,Tel Aviv District,טרור,2014-2016
2015-02-08,17,Tel Aviv District,טרור,2014-2016
2015-02-15,21,Tel Aviv District,טרור,2014-2016
2015-02-22,14,Tel Aviv District,טרור,2014-2016
2015-03-01,20,Tel Aviv District,טרור,2014-2016
2015-03-08,14,Tel Aviv District,טרור,2014-2016
2015-03-15,15,Tel Aviv District,טרור,2014-2016
2015-03-22,17,Tel Aviv District,טרור,2014-2016
2015-03-29,17,Tel Aviv District,טרור,2014-2016
2015-04-05,11,Tel Aviv District,טרור,2014-2016
2015-04-12,14,Tel Aviv District,טרור,2014-2016
2015-04-19,21,Tel Aviv District,טרור,2014-2016
2015-04-26,18,Tel Aviv District,טרור,2014-2016
2015-05-03,14,Tel Aviv District,טרור,2014-2016
2015-05-10,12,Tel Aviv District,טרור,2014-2016
2015-05-17,10,Tel Aviv District,טרור,2014-2016
2015-05-24,11,Tel Aviv District,טרור,2014-2016
2015-05-31,14,Tel Aviv District,טרור,2014-2016
2015-06-07,12,Tel Aviv District,טרור,2014-2016
2015-06-14,20,Tel Aviv District,טרור,2014-2016
2015-06-21,16,Tel Aviv District,טרור,2014-2016
2015-06-28,14,Tel Aviv District,טרור,2014-2016
2015-07-05,15,Tel Aviv District,טרור,2014-2016
2015-07-12,22,Tel Aviv District,טרור,2014-2016
2015-07-19,13,Tel Aviv District,טרור,2014-2016
2015-07-26,10,Tel Aviv District,טרור,2014-2016
2015-08-02,18,Tel Aviv District,טרור,2014-2016
2015-08-09,17,Tel Aviv District,טרור,2014-2016
2015-08-16,17,Tel Aviv District,טרור,2014-2016
2015-08-23,9,Tel Aviv District,טרור,2014-2016
2015-08-30,12,Tel Aviv District,טרור,2014-2016
2015-09-06,17,Tel Aviv District,טרור,2014-2016
2015-09-13,18,Tel Aviv District,טרור,2014-2016
2015-09-20,10,Tel Aviv District,טרור,2014-2016
2015-09-27,18,Tel Aviv District,טרור,2014-2016
2015-10-04,62,Tel Aviv District,טרור,2014-2016
2015-10-11,97,Tel Aviv District,טרור,2014-2016
2015-10-18,46,Tel Aviv District,טרור,2014-2016
2015-10-25,29,Tel Aviv District,טרור,2014-2016
2015-11-01,25,Tel Aviv District,טרור,2014-2016
2015-11-08,100,Tel Aviv District,טרור,2014-2016
2015-11-15,83,Tel Aviv District,טרור,2014-2016
2015-11-22,35,Tel Aviv District,טרור,2014-2016
2015-11-29,46,Tel Aviv District,טרור,2014-2016
2015-12-06,27,Tel Aviv District,טרור,2014-2016
2015-12-13,31,Tel Aviv District,טרור,2014-2016
2015-12-20,33,Tel Aviv District,טרור,2014-2016
2015-12-27,32,Tel Aviv District,טרור,2014-2016
2016-01-03,33,Tel Aviv District,טרור,2014-2016
2016-01-10,29,Tel Aviv District,טרור,2014-2016
2016-01-17,22,Tel Aviv District,טרור,2014-2016
2016-01-24,19,Tel Aviv District,טרור,2014-2016
2016-01-31,28,Tel Aviv District,טרור,2014-2016
2016-02-07,22,Tel Aviv District,טרור,2014-2016
2016-02-14,14,Tel Aviv District,טרור,2014-2016
2016-02-21,18,Tel Aviv District,טרור,2014-2016
2016-02-28,0,Tel Aviv District,טרור,2014-2016
2016-03-06,27,Tel Aviv District,טרור,2014-2016
2016-03-13,22,Tel Aviv District,טרור,2014-2016
2016-03-20,41,Tel Aviv District,טרור,2014-2016
2016-03-27,24,Tel Aviv District,טרור,2014-2016
2016-04-03,22,Tel Aviv District,טרור,2014-2016
2016-04-10,15,Tel Aviv District,טרור,2014-2016
2016-04-17,0,Tel Aviv District,טרור,2014-2016
2016-04-24,28,Tel Aviv District,טרור,2014-2016
2016-05-01,25,Tel Aviv District,טרור,2014-2016
2016-05-08,23,Tel Aviv District,טרור,2014-2016
2016-05-15,14,Tel Aviv District,טרור,2014-2016
2016-05-22,0,Tel Aviv District,טרור,2014-2016
2016-05-29,27,Tel Aviv District,טרור,2014-2016
2016-06-05,23,Tel Aviv District,טרור,2014-2016
2016-06-12,41,Tel Aviv District,טרור,2014-2016
2016-06-19,0,Tel Aviv District,טרור,2014-2016
2016-06-26,29,Tel Aviv District,טרור,2014-2016
2016-07-03,0,Tel Aviv District,טרור,2014-2016
2016-07-10,18,Tel Aviv District,טרור,2014-2016
2016-07-17,22,Tel Aviv District,טרור,2014-2016
2016-07-24,21,Tel Aviv District,טרור,2014-2016
2016-07-31,19,Tel Aviv District,טרור,2014-2016
2016-08-07,0,Tel Aviv District,טרור,2014-2016
2016-08-14,0,Tel Aviv District,טרור,2014-2016
2016-08-21,0,Tel Aviv District,טרור,2014-2016
2016-08-28,0,Tel Aviv District,טרור,2014-2016
2016-09-04,0,Tel Aviv District,טרור,2014-2016
2016-09-11,24,Tel Aviv District,טרור,2014-2016
2016-09-18,0,Tel Aviv District,טרור,2014-2016
2016-09-25,0,Tel Aviv District,טרור,2014-2016
2016-10-02,0,Tel Aviv District,טרור,2014-2016
2016-10-09,20,Tel Aviv District,טרור,2014-2016
2016-10-16,0,Tel Aviv District,טרור,2014-2016
2016-10-23,0,Tel Aviv District,טרור,2014-2016
2016-10-30,0,Tel Aviv District,טרור,2014-2016
2016-11-06,0,Tel Aviv District,טרור,2014-2016
2016-11-13,15,Tel Aviv District,טרור,2014-2016
2016-11-20,25,Tel Aviv District,טרור,2014-2016
2016-11-27,14,Tel Aviv District,טרור,2014-2016
2016-12-04,0,Tel Aviv District,טרור,2014-2016
2016-12-11,0,Tel Aviv District,טרור,2014-2016
2016-12-18,19,Tel Aviv District,טרור,2014-2016
2016-12-25,23,Tel Aviv District,טרור,2014-2016
2017-01-01,32,Tel Aviv District,טרור,2017-2019
2017-01-08,45,Tel Aviv District,טרור,2017-2019
2017-01-15,33,Tel Aviv District,טרור,2017-2019
2017-01-22,43,Tel Aviv District,טרור,2017-2019
2017-01-29,51,Tel Aviv District,טרור,2017-2019
2017-02-05,42,Tel Aviv District,טרור,2017-2019
2017-02-12,0,Tel Aviv District,טרור,2017-2019
2017-02-19,0,Tel Aviv District,טרור,2017-2019
2017-02-26,0,Tel Aviv District,טרור,2017-2019
2017-03-05,40,Tel Aviv District,טרור,2017-2019
2017-03-12,33,Tel Aviv District,טרור,2017-2019
2017-03-19,48,Tel Aviv District,טרור,2017-2019
2017-03-26,44,Tel Aviv District,טרור,2017-2019
2017-04-02,43,Tel Aviv District,טרור,2017-2019
2017-04-09,0,Tel Aviv District,טרור,2017-2019
2017-04-16,36,Tel Aviv District,טרור,2017-2019
2017-04-23,0,Tel Aviv District,טרור,2017-2019
2017-04-30,39,Tel Aviv District,טרור,2017-2019
2017-05-07,72,Tel Aviv District,טרור,2017-2019
2017-05-14,35,Tel Aviv District,טרור,2017-2019
2017-05-21,66,Tel Aviv District,טרור,2017-2019
2017-05-28,42,Tel Aviv District,טרור,2017-2019
2017-06-04,40,Tel Aviv District,טרור,2017-2019
2017-06-11,37,Tel Aviv District,טרור,2017-2019
2017-06-18,43,Tel Aviv District,טרור,2017-2019
2017-06-25,35,Tel Aviv District,טרור,2017-2019
2017-07-02,0,Tel Aviv District,טרור,2017-2019
2017-07-09,35,Tel Aviv District,טרור,2017-2019
2017-07-16,43,Tel Aviv District,טרור,2017-2019
2017-07-23,35,Tel Aviv District,טרור,2017-2019
2017-07-30,0,Tel Aviv District,טרור,2017-2019
2017-08-06,0,Tel Aviv District,טרור,2017-2019
2017-08-13,69,Tel Aviv District,טרור,2017-2019
2017-08-20,0,Tel Aviv District,טרור,2017-2019
2017-08-27,40,Tel Aviv District,טרור,2017-2019
2017-09-03,0,Tel Aviv District,טרור,2017-2019
2017-09-10,42,Tel Aviv District,טרור,2017-2019
2017-09-17,0,Tel Aviv District,טרור,2017-2019
2017-09-24,38,Tel Aviv District,טרור,2017-2019
2017-10-01,68,Tel Aviv District,טרור,2017-2019
2017-10-08,0,Tel Aviv District,טרור,2017-2019
2017-10-15,0,Tel Aviv District,טרור,2017-2019
2017-10-22,0,Tel Aviv District,טרור,2017-2019
2017-10-29,36,Tel Aviv District,טרור,2017-2019
2017-11-05,44,Tel Aviv District,טרור,2017-2019
2017-11-12,0,Tel Aviv District,טרור,2017-2019
2017-11-19,46,Tel Aviv District,טרור,2017-2019
2017-11-26,0,Tel Aviv District,טרור,2017-2019
2017-12-03,0,Tel Aviv District,טרור,2017-2019
2017-12-10,0,Tel Aviv District,טרור,2017-2019
2017-12-17,0,Tel Aviv District,טרור,2017-2019
2017-12-24,0,Tel Aviv District,טרור,2017-2019
2017-12-31,0,Tel Aviv District,טרור,2017-2019
2018-01-07,0,Tel Aviv District,טרור,2017-2019
2018-01-14,0,Tel Aviv District,טרור,2017-2019
2018-01-21,0,Tel Aviv District,טרור,2017-2019
2018-01-28,0,Tel Aviv District,טרור,2017-2019
2018-02-04,0,Tel Aviv District,טרור,2017-2019
2018-02-11,50,Tel Aviv District,טרור,2017-2019
2018-02-18,0,Tel Aviv District,טרור,2017-2019
2018-02-25,0,Tel Aviv District,טרור,2017-2019
2018-03-04,0,Tel Aviv District,טרור,2017-2019
2018-03-11,0,Tel Aviv District,טרור,2017-2019
2018-03-18,48,Tel Aviv District,טרור,2017-2019
2018-03-25,0,Tel Aviv District,טרור,2017-2019
2018-04-01,66,Tel Aviv District,טרור,2017-2019
2018-04-08,52,Tel Aviv District,טרור,2017-2019
2018-04-15,94,Tel Aviv District,טרור,2017-2019
2018-04-22,57,Tel Aviv District,טרור,2017-2019
2018-04-29,55,Tel Aviv District,טרור,2017-2019
2018-05-06,47,Tel Aviv District,טרור,2017-2019
2018-05-13,67,Tel Aviv District,טרור,2017-2019
2018-05-20,0,Tel Aviv District,טרור,2017-2019
2018-05-27,0,Tel Aviv District,טרור,2017-2019
2018-06-03,69,Tel Aviv District,טרור,2017-2019
2018-06-10,65,Tel Aviv District,טרור,2017-2019
2018-06-17,100,Tel Aviv District,טרור,2017-2019
2018-06-24,0,Tel Aviv District,טרור,2017-2019
2018-07-01,57,Tel Aviv District,טרור,2017-2019
2018-07-08,0,Tel Aviv District,טרור,2017-2019
2018-07-15,97,Tel Aviv District,טרור,2017-2019
2018-07-22,53,Tel Aviv District,טרור,2017-2019
2018-07-29,0,Tel Aviv District,טרור,2017-2019
2018-08-05,0,Tel Aviv District,טרור,2017-2019
2018-08-12,0,Tel Aviv District,טרור,2017-2019
2018-08-19,51,Tel Aviv District,טרור,2017-2019
2018-08-26,0,Tel Aviv District,טרור,2017-2019
2018-09-02,0,Tel Aviv District,טרור,2017-2019
2018-09-09,0,Tel Aviv District,טרור,2017-2019
2018-09-16,0,Tel Aviv District,טרור,2017-2019
2018-09-23,0,Tel Aviv District,טרור,2017-2019
2018-09-30,0,Tel Aviv District,טרור,2017-2019
2018-10-07,79,Tel Aviv District,טרור,2017-2019
2018-10-14,0,Tel Aviv District,טרור,2017-2019
2018-10-21,65,Tel Aviv District,טרור,2017-2019
2018-10-28,54,Tel Aviv District,טרור,2017-2019
2018-11-04,56,Tel Aviv District,טרור,2017-2019
2018-11-11,70,Tel Aviv District,טרור,2017-2019
2018-11-18,0,Tel Aviv District,טרור,2017-2019
2018-11-25,0,Tel Aviv District,טרור,2017-2019
2018-12-02,69,Tel Aviv District,טרור,2017-2019
2018-12-09,60,Tel Aviv District,טרור,2017-2019
2018-12-16,0,Tel Aviv District,טרור,2017-2019
2018-12-23,0,Tel Aviv District,טרור,2017-2019
2018-12-30,0,Tel Aviv District,טרור,2017-2019
2019-01-06,0,Tel Aviv District,טרור,2017-2019
2019-01-13,0,Tel Aviv District,טרור,2017-2019
2019-01-20,0,Tel Aviv District,טרור,2017-2019
2019-01-27,0,Tel Aviv District,טרור,2017-2019
2019-02-03,0,Tel Aviv District,טרור,2017-2019
2019-02-10,0,Tel Aviv District,טרור,2017-2019
2019-02-17,0,Tel Aviv District,טרור,2017-2019
2019-02-24,63,Tel Aviv District,טרור,2017-2019
2019-03-03,55,Tel Aviv District,טרור,2017-2019
2019-03-10,99,Tel Aviv District,טרור,2017-2019
2019-03-17,89,Tel Aviv District,טרור,2017-2019
2019-03-24,0,Tel Aviv District,טרור,2017-2019
2019-03-31,47,Tel Aviv District,טרור,2017-2019
2019-04-07,57,Tel Aviv District,טרור,2017-2019
2019-04-14,51,Tel Aviv District,טרור,2017-2019
2019-04-21,0,Tel Aviv District,טרור,2017-2019
2019-04-28,57,Tel Aviv District,טרור,2017-2019
2019-05-05,58,Tel Aviv District,טרור,2017-2019
2019-05-12,60,Tel Aviv District,טרור,2017-2019
2019-05-19,0,Tel Aviv District,טרור,2017-2019
2019-05-26,53,Tel Aviv District,טרור,2017-2019
2019-06-02,0,Tel Aviv District,טרור,2017-2019
2019-06-09,73,Tel Aviv District,טרור,2017-2019
2019-06-16,0,Tel Aviv District,טרור,2017-2019
2019-06-23,0,Tel Aviv District,טרור,2017-2019
2019-06-30,0,Tel Aviv District,טרור,2017-2019
2019-07-07,74,Tel Aviv District,טרור,2017-2019
2019-07-14,56,Tel Aviv District,טרור,2017-2019
2019-07-21,0,Tel Aviv District,טרור,2017-2019
2019-07-28,0,Tel Aviv District,טרור,2017-2019
2019-08-04,0,Tel Aviv District,טרור,2017-2019
2019-08-11,0,Tel Aviv District,טרור,2017-2019
2019-08-18,0,Tel Aviv District,טרור,2017-2019
2019-08-25,0,Tel Aviv District,טרור,2017-2019
2019-09-01,0,Tel Aviv District,טרור,2017-2019
2019-09-08,0,Tel Aviv District,טרור,2017-2019
2019-09-15,45,Tel Aviv District,טרור,2017-2019
2019-09-22,0,Tel Aviv District,טרור,2017-2019
2019-09-29,0,Tel Aviv District,טרור,2017-2019
2019-10-06,0,Tel Aviv District,טרור,2017-2019
2019-10-13,0,Tel Aviv District,טרור,2017-2019
2019-10-20,0,Tel Aviv District,טרור,2017-2019
2019-10-27,0,Tel Aviv District,טרור,2017-2019
2019-11-03,0,Tel Aviv District,טרור,2017-2019
2019-11-10,83,Tel Aviv District,טרור,2017-2019
2019-11-17,0,Tel Aviv District,טרור,2017-2019
2019-11-24,0,Tel Aviv District,טרור,2017-2019
2019-12-01,48,Tel Aviv District,טרור,2017-2019
2019-12-08,0,Tel Aviv District,טרור,2017-2019
2019-12-15,0,Tel Aviv District,טרור,2017-2019
2019-12-22,0,Tel Aviv District,טרור,2017-2019
2019-12-29,0,Tel Aviv District,טרור,2017-2019
2019-12-29,0,Tel Aviv District,טרור,2020-2022
2020-01-05,0,Tel Aviv District,טרור,2020-2022
2020-01-12,0,Tel Aviv District,טרור,2020-2022
2020-01-19,0,Tel Aviv District,טרור,2020-2022
2020-01-26,24,Tel Aviv District,טרור,2020-2022
2020-02-02,0,Tel Aviv District,טרור,2020-2022
2020-02-09,30,Tel Aviv District,טרור,2020-2022
2020-02-16,0,Tel Aviv District,טרור,2020-2022
2020-02-23,19,Tel Aviv District,טרור,2020-2022
2020-03-01,0,Tel Aviv District,טרור,2020-2022
2020-03-08,23,Tel Aviv District,טרור,2020-2022
2020-03-15,0,Tel Aviv District,טרור,2020-2022
2020-03-22,0,Tel Aviv District,טרור,2020-2022
2020-03-29,0,Tel Aviv District,טרור,2020-2022
2020-04-05,0,Tel Aviv District,טרור,2020-2022
2020-04-12,0,Tel Aviv District,טרור,2020-2022
2020-04-19,0,Tel Aviv District,טרור,2020-2022
2020-04-26,0,Tel Aviv District,טרור,2020-2022
2020-05-03,0,Tel Aviv District,טרור,2020-2022
2020-05-10,0,Tel Aviv District,טרור,2020-2022
2020-05-17,0,Tel Aviv District,טרור,2020-2022
2020-05-24,0,Tel Aviv District,טרור,2020-2022
2020-05-31,0,Tel Aviv District,טרור,2020-2022
2020-06-07,33,Tel Aviv District,טרור,2020-2022
2020-06-14,0,Tel Aviv District,טרור,2020-2022
