"X","SEMEL_YISHUV","SHEM_YISHUV","SHEM_YISHUV_ENGLISH","Religion_yishuv_Code","Religion_yishuv_Txt","Pop_Total","Male_Total","Female_Total","age_0_14","age_15_19","age_20_29","age_30_64","age_65_up","year","Shape_Area","density","age_65_up_percentage","sci_index_value","sci_index_cluster","ntl","within_west_bank","intersecting_west_bank","centroid_within_west_bank"
2860,289,"עין המפרץ","EN HAMIFRAZ",1,"יהודי",1236,593,644,296,66,127,463,287,2017,0.93345899948073,1324.1074334144,0.232200647249191,0.095,5,NA,0,0,0
2861,289,"עין המפרץ","EN HAMIFRAZ",1,"יהודי",1271,622,649,276,97,118,495,284,2022,0.93345899948073,1361.60238500785,0.223446105428796,0.095,5,NA,0,0,0
2862,289,"עין המפרץ","EN HAMIFRAZ",1,"יהודי",1220,590,630,300,60,110,460,290,2016,0.93345899948073,1306.96688411453,0.237704918032787,0.095,5,NA,0,0,0
2863,289,"עין המפרץ","EN HAMIFRAZ",1,"יהודי",1170,550,620,280,50,140,470,230,2012,0.93345899948073,1253.40266755246,0.196581196581197,0.095,5,NA,0,0,0
2864,289,"עין המפרץ","EN HAMIFRAZ",1,"יהודי",1200,570,630,290,60,120,450,280,2015,0.93345899948073,1285.54119748971,0.233333333333333,0.095,5,62,0,0,0
2865,289,"עין המפרץ","EN HAMIFRAZ",1,"יהודי",1249,605,644,285,88,116,476,285,2019,0.93345899948073,1338.03412972054,0.228182546036829,0.095,5,NA,0,0,0
2866,289,"עין המפרץ","EN HAMIFRAZ",1,"יהודי",1259,605,654,286,91,116,487,279,2021,0.93345899948073,1348.74697303295,0.221604447974583,0.095,5,NA,0,0,0
2867,289,"עין המפרץ","EN HAMIFRAZ",1,"יהודי",1190,560,620,290,60,120,470,250,2013,0.93345899948073,1274.82835417729,0.210084033613445,0.095,5,61.5,0,0,0
2868,289,"עין המפרץ","EN HAMIFRAZ",1,"יהודי",1260,605,655,285,85,122,485,283,2020,0.93345899948073,1349.81825736419,0.224603174603175,0.095,5,NA,0,0,0
2869,289,"עין המפרץ","EN HAMIFRAZ",1,"יהודי",1100,0.5,0.6,0,0,0,0,0,2008,0.93345899948073,1178.41276436556,0,0.095,5,NA,0,0,0
2870,289,"עין המפרץ","EN HAMIFRAZ",1,"יהודי",1238,604,635,287,79,125,464,283,2018,0.93345899948073,1326.25000207688,0.22859450726979,0.095,5,NA,0,0,0
2871,289,"עין המפרץ","EN HAMIFRAZ",1,NA,1134,NA,NA,NA,NA,NA,NA,NA,2009,0.93345899948073,1214.83643162777,NA,0.095,5,59,0,0,0
2872,289,"עין המפרץ","EN HAMIFRAZ",1,"יהודי",1190,570,620,290,60,110,460,270,2014,0.93345899948073,1274.82835417729,0.226890756302521,0.095,5,NA,0,0,0
2873,289,"עין המפרץ","EN HAMIFRAZ",1,"יהודי",1200,0.5,0.6,0.3,0,0.1,0.5,0.2,2011,0.93345899948073,1285.54119748971,0.000166666666666667,0.095,5,NA,0,0,0
2874,290,"מעיין צבי","MA'YAN ZEVI",1,"יהודי",727,340,387,182,47,68,290,141,2018,0.166231928100748,4373.40773403885,0.1939477303989,1.137,8,NA,0,0,0
2875,290,"מעיין צבי","MA'YAN ZEVI",1,"יהודי",680,310,370,160,40,70,280,130,2016,0.166231928100748,4090.67023266357,0.191176470588235,1.137,8,NA,0,0,0
2876,290,"מעיין צבי","MA'YAN ZEVI",1,"יהודי",500,0,0,0,0,0,0,0,2008,0.166231928100748,3007.84575931145,0,1.137,8,NA,0,0,0
2877,290,"מעיין צבי","MA'YAN ZEVI",1,"יהודי",762,353,409,186,53,69,298,156,2021,0.166231928100748,4583.95693719065,0.204724409448819,1.137,8,NA,0,0,0
2878,290,"מעיין צבי","MA'YAN ZEVI",1,"יהודי",743,341,400,184,44,72,292,151,2020,0.166231928100748,4469.65879833682,0.203230148048452,1.137,8,NA,0,0,0
2879,290,"מעיין צבי","MA'YAN ZEVI",1,"יהודי",610,280,330,120,30,70,270,120,2012,0.166231928100748,3669.57182635997,0.19672131147541,1.137,8,NA,0,0,0
2880,290,"מעיין צבי","MA'YAN ZEVI",1,"יהודי",600,0.3,0.3,0.1,0,0.1,0.3,0.1,2011,0.166231928100748,3609.41491117374,0.000166666666666667,1.137,8,NA,0,0,0
2881,290,"מעיין צבי","MA'YAN ZEVI",1,"יהודי",700,322,379,177,40,62,283,137,2017,0.166231928100748,4210.98406303603,0.195714285714286,1.137,8,NA,0,0,0
2882,290,"מעיין צבי","MA'YAN ZEVI",1,"יהודי",749,348,401,196,45,70,291,149,2019,0.166231928100748,4505.75294744855,0.198931909212283,1.137,8,NA,0,0,0
2883,290,"מעיין צבי","MA'YAN ZEVI",1,"יהודי",750,349,401,172,62,64,294,160,2022,0.166231928100748,4511.76863896718,0.213333333333333,1.137,8,NA,0,0,0
2884,290,"מעיין צבי","MA'YAN ZEVI",1,NA,462,NA,NA,NA,NA,NA,NA,NA,2006,0.166231928100748,2779.24948160378,NA,1.137,8,60.5,0,0,0
2885,290,"מעיין צבי","MA'YAN ZEVI",1,"יהודי",620,290,330,140,30,70,270,110,2013,0.166231928100748,3729.7287415462,0.17741935483871,1.137,8,63,0,0,0
2886,290,"מעיין צבי","MA'YAN ZEVI",1,"יהודי",650,310,350,150,30,70,280,120,2014,0.166231928100748,3910.19948710489,0.184615384615385,1.137,8,NA,0,0,0
2887,290,"מעיין צבי","MA'YAN ZEVI",1,NA,538,NA,NA,NA,NA,NA,NA,NA,2009,0.166231928100748,3236.44203701912,NA,1.137,8,59,0,0,0
2888,290,"מעיין צבי","MA'YAN ZEVI",1,"יהודי",680,310,370,170,40,70,280,120,2015,0.166231928100748,4090.67023266357,0.176470588235294,1.137,8,60.5,0,0,0
2889,292,"שרונה","SHARONA",1,"יהודי",500,0,0,0,0,0,0,0,2008,3.57029409280443,140.044485693126,0,1.092,8,NA,0,0,0
2890,292,"שרונה","SHARONA",1,"יהודי",568,287,281,160,58,46,211,0,2022,3.57029409280443,159.090535747391,0,1.092,8,NA,0,0,0
2891,292,"שרונה","SHARONA",1,"יהודי",570,290,280,190,40,50,240,60,2016,3.57029409280443,159.650713690163,0.105263157894737,1.092,8,NA,0,0,0
2892,292,"שרונה","SHARONA",1,"יהודי",572,287,285,189,34,53,226,71,2017,3.57029409280443,160.210891632936,0.124125874125874,1.092,8,NA,0,0,0
2893,292,"שרונה","SHARONA",1,NA,485,NA,NA,NA,NA,NA,NA,NA,2006,3.57029409280443,135.843151122332,NA,1.092,8,24.25,0,0,0
2894,292,"שרונה","SHARONA",1,"יהודי",574,288,286,183,39,50,219,81,2018,3.57029409280443,160.771069575708,0.141114982578397,1.092,8,NA,0,0,0
2895,292,"שרונה","SHARONA",1,NA,499,NA,NA,NA,NA,NA,NA,NA,2009,3.57029409280443,139.764396721739,NA,1.092,8,22.8,0,0,0
2896,292,"שרונה","SHARONA",1,"יהודי",573,290,283,170,49,51,209,0,2021,3.57029409280443,160.490980604322,0,1.092,8,NA,0,0,0
2897,292,"שרונה","SHARONA",1,"יהודי",574,293,274,172,45,53,212,0,2020,3.57029409280443,160.771069575708,0,1.092,8,NA,0,0,0
2898,292,"שרונה","SHARONA",1,"יהודי",550,280,270,170,30,60,240,50,2013,3.57029409280443,154.048934262438,0.0909090909090909,1.092,8,27,0,0,0
2899,292,"שרונה","SHARONA",1,"יהודי",571,296,276,177,42,52,212,0,2019,3.57029409280443,159.930802661549,0,1.092,8,NA,0,0,0
2900,292,"שרונה","SHARONA",1,"יהודי",560,280,280,180,30,50,240,50,2014,3.57029409280443,156.849823976301,0.0892857142857143,1.092,8,NA,0,0,0
2901,292,"שרונה","SHARONA",1,"יהודי",500,0.3,0.3,0.2,0,0.1,0.2,0,2011,3.57029409280443,140.044485693126,0,1.092,8,NA,0,0,0
2902,292,"שרונה","SHARONA",1,"יהודי",580,290,290,190,40,50,250,60,2015,3.57029409280443,162.451603404026,0.103448275862069,1.092,8,25.25,0,0,0
2903,292,"שרונה","SHARONA",1,"יהודי",550,280,270,150,40,60,250,40,2012,3.57029409280443,154.048934262438,0.0727272727272727,1.092,8,NA,0,0,0
2904,293,"שדה יואב","SEDE YO'AV",1,"יהודי",300,0,0,0,0,0,0,0,2008,0.413683843898715,725.191482395553,0,1.041,8,NA,0,0,0
2905,293,"שדה יואב","SEDE YO'AV",1,"יהודי",430,200,230,130,60,40,170,30,2014,0.413683843898715,1039.44112476696,0.0697674418604651,1.041,8,NA,0,0,0
2906,293,"שדה יואב","SEDE YO'AV",1,NA,276,NA,NA,NA,NA,NA,NA,NA,2009,0.413683843898715,667.176163803909,NA,1.041,8,52,0,0,0
2907,293,"שדה יואב","SEDE YO'AV",1,"יהודי",300,0,0,0,0,0,0,0,2011,0.413683843898715,725.191482395553,0,1.041,8,NA,0,0,0
2908,293,"שדה יואב","SEDE YO'AV",1,"יהודי",597,296,300,227,37,33,251,0,2020,0.413683843898715,1443.13104996715,0,1.041,8,NA,0,0,0
2909,293,"שדה יואב","SEDE YO'AV",1,"יהודי",450,220,230,130,70,30,180,50,2016,0.413683843898715,1087.78722359333,0.111111111111111,1.041,8,NA,0,0,0
2910,293,"שדה יואב","SEDE YO'AV",1,"יהודי",430,210,220,130,50,50,170,30,2013,0.413683843898715,1039.44112476696,0.0697674418604651,1.041,8,59,0,0,0
2911,293,"שדה יואב","SEDE YO'AV",1,"יהודי",400,200,200,110,60,40,170,20,2012,0.413683843898715,966.921976527404,0.05,1.041,8,NA,0,0,0
2912,293,"שדה יואב","SEDE YO'AV",1,"יהודי",440,210,230,130,60,40,180,40,2015,0.413683843898715,1063.61417418014,0.0909090909090909,1.041,8,50,0,0,0
2913,293,"שדה יואב","SEDE YO'AV",1,"יהודי",594,294,300,222,33,40,250,0,2021,0.413683843898715,1435.8791351432,0,1.041,8,NA,0,0,0
2914,293,"שדה יואב","SEDE YO'AV",1,"יהודי",462,226,236,140,66,31,180,45,2017,0.413683843898715,1116.79488288915,0.0974025974025974,1.041,8,NA,0,0,0
2915,293,"שדה יואב","SEDE YO'AV",1,NA,210,NA,NA,NA,NA,NA,NA,NA,2006,0.413683843898715,507.634037676887,NA,1.041,8,49,0,0,0
2916,293,"שדה יואב","SEDE YO'AV",1,"יהודי",607,301,305,216,45,40,257,0,2022,0.413683843898715,1467.30409938034,0,1.041,8,NA,0,0,0
2917,293,"שדה יואב","SEDE YO'AV",1,"יהודי",583,286,296,221,33,33,246,0,2019,0.413683843898715,1409.28878078869,0,1.041,8,NA,0,0,0
2918,293,"שדה יואב","SEDE YO'AV",1,"יהודי",542,262,280,198,33,29,230,47,2018,0.413683843898715,1310.17927819463,0.0867158671586716,1.041,8,NA,0,0,0
2919,294,"אילון","ELON",1,"יהודי",940,470,470,260,70,90,410,110,2014,1.49845298915854,627.313640668741,0.117021276595745,1.078,8,NA,0,0,0
2920,294,"אילון","ELON",1,"יהודי",1111,560,551,297,106,122,438,150,2022,1.49845298915854,741.431334875502,0.135013501350135,1.078,8,NA,0,0,0
2921,294,"אילון","ELON",1,"יהודי",1019,504,515,281,83,99,422,131,2018,1.49845298915854,680.034680682391,0.12855740922473,1.078,8,NA,0,0,0
2922,294,"אילון","ELON",1,"יהודי",1056,526,528,284,93,118,421,140,2020,1.49845298915854,704.726813347011,0.132575757575758,1.078,8,NA,0,0,0
2923,294,"אילון","ELON",1,NA,897,NA,NA,NA,NA,NA,NA,NA,2009,1.49845298915854,598.617378382831,NA,1.078,8,38,0,0,0
2924,294,"אילון","ELON",1,"יהודי",900,0.5,0.5,0.3,0.1,0.1,0.4,0.1,2011,1.49845298915854,600.619443193476,0.000111111111111111,1.078,8,NA,0,0,0
2925,294,"אילון","ELON",1,"יהודי",920,460,470,250,60,90,400,110,2013,1.49845298915854,613.966541931109,0.119565217391304,1.078,8,36.5,0,0,0
2926,294,"אילון","ELON",1,"יהודי",1031,512,519,276,92,105,418,139,2019,1.49845298915854,688.04293992497,0.134820562560621,1.078,8,NA,0,0,0
2927,294,"אילון","ELON",1,NA,802,NA,NA,NA,NA,NA,NA,NA,2006,1.49845298915854,535.218659379075,NA,1.078,8,36.5,0,0,0
2928,294,"אילון","ELON",1,"יהודי",1067,539,528,283,101,120,423,141,2021,1.49845298915854,712.067717652709,0.132146204311153,1.078,8,NA,0,0,0
2929,294,"אילון","ELON",1,"יהודי",960,480,480,270,70,100,410,120,2015,1.49845298915854,640.660739406374,0.125,1.078,8,34.5,0,0,0
2930,294,"אילון","ELON",1,"יהודי",980,485,495,265,80,94,411,129,2017,1.49845298915854,654.007838144007,0.131632653061224,1.078,8,NA,0,0,0
2931,294,"אילון","ELON",1,"יהודי",960,480,480,260,80,100,390,130,2016,1.49845298915854,640.660739406374,0.135416666666667,1.078,8,NA,0,0,0
2932,294,"אילון","ELON",1,"יהודי",940,470,480,260,70,90,410,110,2012,1.49845298915854,627.313640668741,0.117021276595745,1.078,8,NA,0,0,0
2933,294,"אילון","ELON",1,"יהודי",900,0,0,0,0,0,0,0,2008,1.49845298915854,600.619443193476,0,1.078,8,NA,0,0,0
2934,295,"כפר רופין","KEFAR RUPPIN",1,"יהודי",534,269,258,134,96,48,180,0,2020,2.01395502728906,265.149912865137,0,0.595,7,NA,0,0,0
2935,295,"כפר רופין","KEFAR RUPPIN",1,"יהודי",531,262,269,148,74,54,186,0,2019,2.01395502728906,263.660306613086,0,0.595,7,NA,0,0,0
2936,295,"כפר רופין","KEFAR RUPPIN",1,"יהודי",400,0,0,0,0,0,0,0,2011,2.01395502728906,198.614166940178,0,0.595,7,NA,0,0,0
2937,295,"כפר רופין","KEFAR RUPPIN",1,"יהודי",440,210,230,120,30,50,180,70,2016,2.01395502728906,218.475583634195,0.159090909090909,0.595,7,NA,0,0,0
2938,295,"כפר רופין","KEFAR RUPPIN",1,NA,420,NA,NA,NA,NA,NA,NA,NA,2009,2.01395502728906,208.544875287187,NA,0.595,7,15.3333333333333,0,0,0
2939,295,"כפר רופין","KEFAR RUPPIN",1,NA,418,NA,NA,NA,NA,NA,NA,NA,2006,2.01395502728906,207.551804452486,NA,0.595,7,16.5,0,0,0
2940,295,"כפר רופין","KEFAR RUPPIN",1,"יהודי",400,0,0,0,0,0,0,0,2008,2.01395502728906,198.614166940178,0,0.595,7,NA,0,0,0
2941,295,"כפר רופין","KEFAR RUPPIN",1,"יהודי",400,200,200,90,30,60,170,70,2015,2.01395502728906,198.614166940178,0.175,0.595,7,14.5,0,0,0
2942,295,"כפר רופין","KEFAR RUPPIN",1,"יהודי",526,266,260,129,95,50,176,0,2021,2.01395502728906,261.177629526334,0,0.595,7,NA,0,0,0
2943,295,"כפר רופין","KEFAR RUPPIN",1,"יהודי",546,271,275,140,92,54,181,0,2022,2.01395502728906,271.108337873342,0,0.595,7,NA,0,0,0
2944,295,"כפר רופין","KEFAR RUPPIN",1,"יהודי",430,210,220,100,30,60,170,60,2014,2.01395502728906,213.510229460691,0.13953488372093,0.595,7,NA,0,0,0
2945,295,"כפר רופין","KEFAR RUPPIN",1,"יהודי",442,215,227,125,33,44,171,71,2017,2.01395502728906,219.468654468896,0.160633484162896,0.595,7,NA,0,0,0
2946,295,"כפר רופין","KEFAR RUPPIN",1,"יהודי",494,244,250,126,87,46,162,70,2018,2.01395502728906,245.288496171119,0.1417004048583,0.595,7,NA,0,0,0
2947,295,"כפר רופין","KEFAR RUPPIN",1,"יהודי",430,210,220,100,30,60,180,50,2013,2.01395502728906,213.510229460691,0.116279069767442,0.595,7,14,0,0,0
2948,295,"כפר רופין","KEFAR RUPPIN",1,"יהודי",430,210,220,110,30,70,190,50,2012,2.01395502728906,213.510229460691,0.116279069767442,0.595,7,NA,0,0,0
2949,296,"נווה איתן","NEWE ETAN",1,NA,160,NA,NA,NA,NA,NA,NA,NA,2006,0.368207250152819,434.537885752098,NA,0.154,6,35,0,0,0
2950,296,"נווה איתן","NEWE ETAN",1,"יהודי",400,0,0,0,0,0,0,0,2008,0.368207250152819,1086.34471438025,0,0.154,6,NA,0,0,0
2951,296,"נווה איתן","NEWE ETAN",1,"יהודי",312,162,150,62,17,46,111,73,2018,0.368207250152819,847.348877216591,0.233974358974359,0.154,6,NA,0,0,0
2952,296,"נווה איתן","NEWE ETAN",1,"יהודי",308,168,140,66,15,39,118,69,2022,0.368207250152819,836.485430072789,0.224025974025974,0.154,6,NA,0,0,0
2953,296,"נווה איתן","NEWE ETAN",1,"יהודי",307,173,134,61,15,41,120,72,2021,0.368207250152819,833.769568286838,0.234527687296417,0.154,6,NA,0,0,0
2954,296,"נווה איתן","NEWE ETAN",1,"יהודי",330,160,170,60,20,60,120,60,2013,0.368207250152819,896.234389363702,0.181818181818182,0.154,6,37,0,0,0
2955,296,"נווה איתן","NEWE ETAN",1,"יהודי",370,180,190,70,30,50,150,70,2012,0.368207250152819,1004.86886080173,0.189189189189189,0.154,6,NA,0,0,0
2956,296,"נווה איתן","NEWE ETAN",1,NA,366,NA,NA,NA,NA,NA,NA,NA,2009,0.368207250152819,994.005413657924,NA,0.154,6,39.25,0,0,0
2957,296,"נווה איתן","NEWE ETAN",1,"יהודי",316,163,153,62,12,53,114,74,2017,0.368207250152819,858.212324360394,0.234177215189873,0.154,6,NA,0,0,0
2958,296,"נווה איתן","NEWE ETAN",1,"יהודי",310,160,150,50,20,60,120,70,2016,0.368207250152819,841.91715364469,0.225806451612903,0.154,6,NA,0,0,0
2959,296,"נווה איתן","NEWE ETAN",1,"יהודי",311,172,139,66,14,42,113,77,2019,0.368207250152819,844.633015430641,0.247588424437299,0.154,6,NA,0,0,0
2960,296,"נווה איתן","NEWE ETAN",1,"יהודי",350,180,170,70,20,70,130,70,2014,0.368207250152819,950.551625082715,0.2,0.154,6,NA,0,0,0
2961,296,"נווה איתן","NEWE ETAN",1,"יהודי",400,0,0,0,0,0,0,0,2011,0.368207250152819,1086.34471438025,0,0.154,6,NA,0,0,0
2962,296,"נווה איתן","NEWE ETAN",1,"יהודי",303,164,135,62,16,36,112,77,2020,0.368207250152819,822.906121143036,0.254125412541254,0.154,6,NA,0,0,0
2963,296,"נווה איתן","NEWE ETAN",1,"יהודי",320,170,160,50,20,70,110,70,2015,0.368207250152819,869.075771504196,0.21875,0.154,6,49,0,0,0
2964,297,"כפר מסריק","KEFAR MASARYK",1,"יהודי",720,360,370,170,30,100,280,140,2012,1.17184700256554,614.41467906962,0.194444444444444,0.216,6,NA,0,0,0
2965,297,"כפר מסריק","KEFAR MASARYK",1,"יהודי",821,436,385,191,54,115,291,171,2017,1.17184700256554,700.603404883553,0.208282582216809,0.216,6,NA,0,0,0
2966,297,"כפר מסריק","KEFAR MASARYK",1,NA,598,NA,NA,NA,NA,NA,NA,NA,2006,1.17184700256554,510.305525116157,NA,0.216,6,60,0,0,0
2967,297,"כפר מסריק","KEFAR MASARYK",1,"יהודי",700,0,0,0,0,0,0,0,2008,1.17184700256554,597.34760465102,0,0.216,6,NA,0,0,0
2968,297,"כפר מסריק","KEFAR MASARYK",1,"יהודי",867,457,412,207,55,131,318,156,2020,1.17184700256554,739.857676046334,0.179930795847751,0.216,6,NA,0,0,0
2969,297,"כפר מסריק","KEFAR MASARYK",1,NA,693,NA,NA,NA,NA,NA,NA,NA,2009,1.17184700256554,591.374128604509,NA,0.216,6,57.5,0,0,0
2970,297,"כפר מסריק","KEFAR MASARYK",1,"יהודי",831,437,393,195,58,115,295,166,2018,1.17184700256554,709.136942092853,0.199759326113117,0.216,6,NA,0,0,0
2971,297,"כפר מסריק","KEFAR MASARYK",1,"יהודי",868,450,418,203,59,130,312,165,2019,1.17184700256554,740.711029767264,0.190092165898618,0.216,6,NA,0,0,0
2972,297,"כפר מסריק","KEFAR MASARYK",1,"יהודי",820,430,390,180,70,110,290,160,2016,1.17184700256554,699.750051162623,0.195121951219512,0.216,6,NA,0,0,0
2973,297,"כפר מסריק","KEFAR MASARYK",1,"יהודי",760,400,360,170,60,100,280,160,2014,1.17184700256554,648.548827906821,0.210526315789474,0.216,6,NA,0,0,0
2974,297,"כפר מסריק","KEFAR MASARYK",1,"יהודי",730,370,360,170,30,90,280,150,2013,1.17184700256554,622.948216278921,0.205479452054795,0.216,6,61.5,0,0,0
2975,297,"כפר מסריק","KEFAR MASARYK",1,"יהודי",902,462,440,219,61,120,345,157,2022,1.17184700256554,769.725056278885,0.174057649667406,0.216,6,NA,0,0,0
2976,297,"כפר מסריק","KEFAR MASARYK",1,"יהודי",700,0.4,0.4,0.2,0,0.1,0.3,0.1,2011,1.17184700256554,597.34760465102,0.000142857142857143,0.216,6,NA,0,0,0
2977,297,"כפר מסריק","KEFAR MASARYK",1,"יהודי",867,451,416,205,58,124,327,154,2021,1.17184700256554,739.857676046334,0.17762399077278,0.216,6,NA,0,0,0
2978,297,"כפר מסריק","KEFAR MASARYK",1,"יהודי",780,400,380,170,60,100,280,170,2015,1.17184700256554,665.615902325422,0.217948717948718,0.216,6,62,0,0,0
2979,298,"מסילות","MESILLOT",1,"יהודי",460,240,230,70,30,70,180,120,2012,0.49443733187141,930.350461723698,0.260869565217391,0.038,5,NA,0,0,0
2980,298,"מסילות","MESILLOT",1,"יהודי",443,218,224,74,18,51,171,129,2017,0.49443733187141,895.967944659996,0.291196388261851,0.038,5,NA,0,0,0
2981,298,"מסילות","MESILLOT",1,"יהודי",430,220,220,70,20,60,160,120,2015,0.49443733187141,869.675431611283,0.27906976744186,0.038,5,55.5,0,0,0
2982,298,"מסילות","MESILLOT",1,"יהודי",500,0,0,0,0,0,0,0,2008,0.49443733187141,1011.25050187359,0,0.038,5,NA,0,0,0
2983,298,"מסילות","MESILLOT",1,"יהודי",484,235,249,133,5,31,191,123,2022,0.49443733187141,978.89048581363,0.254132231404959,0.038,5,NA,0,0,0
2984,298,"מסילות","MESILLOT",1,"יהודי",450,230,220,70,20,70,170,120,2014,0.49443733187141,910.125451686227,0.266666666666667,0.038,5,NA,0,0,0
2985,298,"מסילות","MESILLOT",1,"יהודי",444,218,227,94,7,44,171,128,2020,0.49443733187141,897.990445663744,0.288288288288288,0.038,5,NA,0,0,0
2986,298,"מסילות","MESILLOT",1,"יהודי",431,214,217,76,9,48,164,134,2018,0.49443733187141,871.69793261503,0.310904872389791,0.038,5,NA,0,0,0
2987,298,"מסילות","MESILLOT",1,"יהודי",500,0.3,0.2,0.1,0,0.1,0.2,0.1,2011,0.49443733187141,1011.25050187359,2e-04,0.038,5,NA,0,0,0
2988,298,"מסילות","MESILLOT",1,"יהודי",433,215,217,84,9,43,166,130,2019,0.49443733187141,875.742934622525,0.300230946882217,0.038,5,NA,0,0,0
2989,298,"מסילות","MESILLOT",1,"יהודי",460,230,230,70,30,70,170,110,2013,0.49443733187141,930.350461723698,0.239130434782609,0.038,5,56.75,0,0,0
2990,298,"מסילות","MESILLOT",1,"יהודי",430,210,220,70,20,50,160,130,2016,0.49443733187141,869.675431611283,0.302325581395349,0.038,5,NA,0,0,0
2991,298,"מסילות","MESILLOT",1,"יהודי",463,224,239,112,7,37,180,128,2021,0.49443733187141,936.41796473494,0.27645788336933,0.038,5,NA,0,0,0
2992,298,"מסילות","MESILLOT",1,NA,492,NA,NA,NA,NA,NA,NA,NA,2009,0.49443733187141,995.070493843608,NA,0.038,5,49,0,0,0
2993,298,"מסילות","MESILLOT",1,NA,384,NA,NA,NA,NA,NA,NA,NA,2006,0.49443733187141,776.640385438913,NA,0.038,5,48.5,0,0,0
2994,300,"דלייה","DALIYYA",1,NA,746,NA,NA,NA,NA,NA,NA,NA,2009,0.58644072556131,1272.0808216141,NA,0.313,6,38,0,0,0
2995,300,"דלייה","DALIYYA",1,"יהודי",844,401,443,220,54,69,315,187,2021,0.58644072556131,1439.19063464115,0.221563981042654,0.313,6,NA,0,0,0
2996,300,"דלייה","DALIYYA",1,"יהודי",800,0.4,0.4,0.2,0,0.1,0.3,0.1,2011,0.58644072556131,1364.16173899635,0.000125,0.313,6,NA,0,0,0
2997,300,"דלייה","DALIYYA",1,NA,737,NA,NA,NA,NA,NA,NA,NA,2006,0.58644072556131,1256.73400205039,NA,0.313,6,26.3333333333333,0,0,0
2998,300,"דלייה","DALIYYA",1,"יהודי",800,378,422,215,37,66,305,179,2018,0.58644072556131,1364.16173899635,0.22375,0.313,6,NA,0,0,0
2999,300,"דלייה","DALIYYA",1,"יהודי",780,360,420,190,30,80,320,160,2014,0.58644072556131,1330.05769552144,0.205128205128205,0.313,6,NA,0,0,0
3000,300,"דלייה","DALIYYA",1,"יהודי",810,380,430,210,30,90,310,170,2016,0.58644072556131,1381.21376073381,0.209876543209877,0.313,6,NA,0,0,0
3001,300,"דלייה","DALIYYA",1,"יהודי",770,360,410,180,20,100,310,160,2013,0.58644072556131,1313.00567378399,0.207792207792208,0.313,6,32.5,0,0,0
